ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE
CNPJ_00339;2476726;5348;26/06/2018;Fabricação de produtos químicos;31/01/2025
CNPJ_00340;425992;-22499;17/05/2014;Comércio atacadista de calçados;31/01/2025
CNPJ_00341;235675;8752;21/08/2023;Cultivo de soja;31/01/2025
CNPJ_00342;20720813;890056;17/04/2019;Televisão por assinatura;31/01/2025
CNPJ_00343;166172;14375;10/01/2022;Comércio atacadista de bebidas;31/01/2025
CNPJ_00344;29546228;1891519;18/05/1999;Consultoria empresarial;31/01/2025
CNPJ_00345;282038;14608;09/01/2022;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00346;500077;-44540;12/04/2014;Comércio atacadista de bebidas;31/01/2025
CNPJ_00347;2761736;184146;07/09/2022;Padaria e confeitaria;31/01/2025
CNPJ_00348;1280837;42927;21/09/2017;Atividades de bancos múltiplos;31/01/2025
CNPJ_00349;220699;-21965;22/04/2020;Extração de petróleo e gás natural;31/01/2025
CNPJ_00350;64278979;-2037266;18/05/2014;Cultivo de soja;31/01/2025
CNPJ_00351;1351890;74038;09/05/2021;Comércio atacadista de medicamentos;31/01/2025
CNPJ_00352;2699667;-265732;23/06/2017;Fabricação de papel;31/01/2025
CNPJ_00353;1941336;-129437;29/10/2018;Comércio atacadista de calçados;31/01/2025
CNPJ_00354;146922;13058;20/11/2023;Geração de energia elétrica;31/01/2025
CNPJ_00355;75146;4114;19/07/2023;Seguros de vida;31/01/2025
CNPJ_00356;2511380;69226;11/12/2016;Transporte ferroviário de carga;31/01/2025
CNPJ_00357;12837198;-1205223;06/11/2001;Armazenamento geral;31/01/2025
CNPJ_00358;343764;4715;18/04/2022;Planos de saúde;31/01/2025
CNPJ_00359;235807;22471;01/10/2020;Comércio atacadista de calçados;31/01/2025
CNPJ_00360;363757;-10268;29/10/2019;Atividades de bancos múltiplos;31/01/2025
CNPJ_00361;20196789;-1268756;17/09/2009;Extração de petróleo e gás natural;31/01/2025
CNPJ_00362;33858477;1665493;30/12/2014;Distribuição de energia elétrica;31/01/2025
CNPJ_00363;61862;5995;11/09/2023;Serviços de tecnologia da informação;31/01/2025
CNPJ_00364;955165;-23485;25/11/2022;Comércio varejista de alimentos;31/01/2025
CNPJ_00365;164188;6212;20/04/2021;Padaria e confeitaria;31/01/2025
CNPJ_00366;640756;-19093;04/01/2018;Educação superior;31/01/2025
CNPJ_00367;1060648;-35884;10/04/2018;Televisão por assinatura;31/01/2025
CNPJ_00368;1058191;15330;13/01/2021;Comércio varejista de alimentos;31/01/2025
CNPJ_00369;1790731;190058;30/03/2020;Padaria e confeitaria;31/01/2025
CNPJ_00370;1527371;42453;07/05/2014;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_00371;171699;-4334;09/06/2022;Produção cinematográfica;31/01/2025
CNPJ_00372;2475983;225265;05/02/2014;Comércio atacadista de alimentos;31/01/2025
CNPJ_00373;179648;-9736;24/01/2021;Cultivo de soja;31/01/2025
CNPJ_00374;91090389;2154071;29/05/2001;Saneamento básico;31/01/2025
CNPJ_00375;291022;27433;28/11/2021;Restaurantes e similares;31/01/2025
CNPJ_00376;459263;-3694;16/05/2019;Produção de ferro-gusa;31/01/2025
CNPJ_00377;291416;26402;24/05/2020;Padaria e confeitaria;31/01/2025
CNPJ_00378;17743612;-476549;22/01/2016;Cultivo de arroz;31/01/2025
CNPJ_00379;295406;10132;15/07/2021;Construção de edifícios;31/01/2025
CNPJ_00380;1414132;50473;02/03/2017;Geração de energia elétrica;31/01/2025
CNPJ_00381;2608674;-87833;24/08/2018;Cultivo de trigo;31/01/2025
CNPJ_00382;13541730;1323461;04/08/2009;Defesa nacional;31/01/2025
CNPJ_00383;2973801;288005;07/06/2020;Transporte rodoviário de carga;31/01/2025
CNPJ_00384;9598049;-385331;16/07/2005;Atividades de bancos múltiplos;31/01/2025
CNPJ_00385;269117;-25327;10/07/2019;Administração pública;31/01/2025
CNPJ_00386;2962429;230878;24/07/2015;Comércio atacadista de calçados;31/01/2025
CNPJ_00387;2001961;88811;26/08/2019;Comércio atacadista de calçados;31/01/2025
CNPJ_00388;144041;10128;18/12/2021;Cultivo de milho;31/01/2025
CNPJ_00389;1243672;-123141;22/07/2016;Saneamento básico;31/01/2025
CNPJ_00390;274697;27101;26/03/2022;Cultivo de milho;31/01/2025
CNPJ_00391;133503615;-11371905;09/09/2009;Fabricação de produtos químicos;31/01/2025
CNPJ_00392;1171770;-112456;20/01/2018;Cultivo de arroz;31/01/2025
CNPJ_00393;12396116;-931312;28/02/2009;Correios e entregas expressas;31/01/2025
CNPJ_00394;137970;-4675;19/08/2021;Comércio varejista de combustíveis;31/01/2025
CNPJ_00395;107921005;-5500724;18/02/2008;Administração pública;31/01/2025
CNPJ_00396;17487564;431824;26/05/2016;Montagem industrial;31/01/2025
CNPJ_00397;185451;16975;27/11/2023;Televisão por assinatura;31/01/2025
CNPJ_00398;2611940;-256755;01/06/2021;Produção de alumínio;31/01/2025
CNPJ_00399;2856720;-145101;20/02/2014;Extração de minério de ferro;31/01/2025
CNPJ_00400;1786323;162830;19/02/2015;Comércio atacadista de medicamentos;31/01/2025
CNPJ_00401;600717;48097;29/10/2018;Padaria e confeitaria;31/01/2025
CNPJ_00402;422434;58386;24/10/2021;Telecomunicações sem fio;31/01/2025
CNPJ_00403;267951;3231;15/03/2020;Televisão aberta;31/01/2025
CNPJ_00404;1416425;-100441;02/07/2020;Transporte ferroviário de carga;31/01/2025
CNPJ_00405;287096;-17046;04/01/2019;Telecomunicações sem fio;31/01/2025
CNPJ_00406;1965368;153177;20/01/2022;Cultivo de trigo;31/01/2025
CNPJ_00407;651847;-37254;18/05/2021;Construção de rodovias;31/01/2025
CNPJ_00408;20888001;-1708884;29/07/2018;Comércio atacadista de medicamentos;31/01/2025
CNPJ_00409;2067782;267751;20/02/2019;Cultivo de arroz;31/01/2025
CNPJ_00410;241722;9739;25/11/2019;Cultivo de milho;31/01/2025
CNPJ_00411;78127;-3866;20/02/2023;Atividades hospitalares;31/01/2025
CNPJ_00412;96559;5751;09/07/2020;Engenharia civil;31/01/2025
CNPJ_00413;225205;-21001;16/09/2019;Construção de barragens;31/01/2025
CNPJ_00414;237985;-14760;14/11/2022;Planos de saúde;31/01/2025
CNPJ_00415;462154;9180;02/05/2016;Fabricação de produtos químicos;31/01/2025
CNPJ_00416;186844;8476;01/10/2020;Correios e entregas expressas;31/01/2025
CNPJ_00417;129416173;6955319;24/03/2002;Televisão por assinatura;31/01/2025
CNPJ_00418;58495507;485577;23/12/2013;Montagem industrial;31/01/2025
CNPJ_00419;69650;4976;22/11/2021;Construção de edifícios;31/01/2025
CNPJ_00420;2133717;-39112;04/06/2015;Transporte ferroviário de carga;31/01/2025
CNPJ_00421;57439684;2728730;05/02/2004;Produção de ferro-gusa;31/01/2025
CNPJ_00422;238959;-12449;02/05/2021;Atividades hospitalares;31/01/2025
CNPJ_00423;8407874;821138;16/01/2005;Telecomunicações sem fio;31/01/2025
CNPJ_00424;2083965;170635;29/04/2016;Produção de ferro-gusa;31/01/2025
CNPJ_00425;20980955;-515640;19/03/2016;Televisão aberta;31/01/2025
CNPJ_00426;151194;7349;29/09/2019;Comércio atacadista de tecidos;31/01/2025
CNPJ_00427;198087;12554;29/10/2019;Comércio atacadista de alimentos;31/01/2025
CNPJ_00428;252060;16006;15/09/2020;Comércio varejista de combustíveis;31/01/2025
CNPJ_00429;2479040;-240464;19/11/2015;Distribuição de energia elétrica;31/01/2025
CNPJ_00430;59791;582;20/01/2022;Produção cinematográfica;31/01/2025
CNPJ_00431;54882;2066;13/10/2022;Comércio atacadista de calçados;31/01/2025
CNPJ_00432;126778;16141;09/10/2023;Transporte rodoviário de carga;31/01/2025
CNPJ_00433;166726176;4097060;06/09/2012;Educação superior;31/01/2025
CNPJ_00434;1788545;-116246;11/02/2020;Distribuição de energia elétrica;31/01/2025
CNPJ_00435;17664421;493914;02/05/2008;Fabricação de automóveis;31/01/2025
CNPJ_00436;2767440;-243567;20/04/2021;Produção cinematográfica;31/01/2025
CNPJ_00437;232674;-10837;24/11/2022;Construção de edifícios;31/01/2025
CNPJ_00438;2208557;111305;23/05/2019;Padaria e confeitaria;31/01/2025
CNPJ_00439;222849;7052;20/02/2021;Comércio atacadista de calçados;31/01/2025
CNPJ_00440;2209638;-31258;20/02/2014;Serviços de tecnologia da informação;31/01/2025
CNPJ_00441;284770;31139;11/07/2023;Cultivo de milho;31/01/2025
CNPJ_00442;179673;9478;05/04/2021;Cultivo de milho;31/01/2025
CNPJ_00443;1335620;194446;22/01/2022;Consultoria empresarial;31/01/2025
CNPJ_00444;93610;-7173;03/05/2022;Serviços de tecnologia da informação;31/01/2025
CNPJ_00445;235639;-15657;14/03/2023;Cultivo de trigo;31/01/2025
CNPJ_00446;1316822;90202;19/02/2021;Televisão por assinatura;31/01/2025
CNPJ_00447;125687;-614;08/06/2020;Distribuição de energia elétrica;31/01/2025
CNPJ_00448;5528686;-111396;20/12/2007;Cultivo de arroz;31/01/2025
CNPJ_00449;73108;-4443;21/05/2021;Cultivo de milho;31/01/2025
CNPJ_00450;185719;3973;10/02/2021;Atividades de bancos múltiplos;31/01/2025
CNPJ_00451;150174;-5157;21/03/2020;Educação superior;31/01/2025
CNPJ_00452;59159;3239;31/12/2022;Cultivo de arroz;31/01/2025
CNPJ_00453;60804;8380;20/09/2021;Produção cinematográfica;31/01/2025
CNPJ_00454;267692;17901;25/09/2020;Fabricação de móveis;31/01/2025
CNPJ_00455;162472;-16686;17/09/2020;Comércio atacadista de bebidas;31/01/2025
CNPJ_00456;148501;-10566;28/04/2023;Fabricação de produtos químicos;31/01/2025
CNPJ_00457;284884;-20222;06/09/2020;Fabricação de papel;31/01/2025
CNPJ_00458;209972;-13605;13/09/2021;Armazenamento geral;31/01/2025
CNPJ_00459;102276;9597;22/02/2022;Transporte ferroviário de carga;31/01/2025
CNPJ_00460;34985390;-3350094;24/04/2014;Geração de energia elétrica;31/01/2025
CNPJ_00461;2201327;-175818;18/05/2015;Cultivo de soja;31/01/2025
CNPJ_00462;1950614;-108772;23/03/2018;Engenharia civil;31/01/2025
CNPJ_00463;19306450;-936108;28/12/2021;Construção de barragens;31/01/2025
CNPJ_00464;1077031;57642;24/11/2017;Fabricação de produtos químicos;31/01/2025
CNPJ_00465;111422;7122;20/09/2019;Fabricação de móveis;31/01/2025
CNPJ_00466;129764;-17381;24/05/2023;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00467;192165;-1207;08/12/2022;Defesa nacional;31/01/2025
CNPJ_00468;197332;12792;18/09/2022;Saneamento básico;31/01/2025
CNPJ_00469;1631550;-100202;28/07/2017;Comércio atacadista de tecidos;31/01/2025
CNPJ_00470;243691;-16008;01/08/2022;Televisão aberta;31/01/2025
CNPJ_00471;275200;-11917;24/10/2019;Serviços de tecnologia da informação;31/01/2025
CNPJ_00472;2781456;-265177;22/06/2018;Extração de petróleo e gás natural;31/01/2025
CNPJ_00473;25161711;-2064580;08/09/2002;Saneamento básico;31/01/2025
CNPJ_00474;2353268;180233;28/06/2022;Hotéis e pousadas;31/01/2025
CNPJ_00475;789122;34849;23/06/2022;Montagem industrial;31/01/2025
CNPJ_00476;46971117;6687097;25/07/2008;Saneamento básico;31/01/2025
CNPJ_00477;142597;-1079;09/08/2020;Comércio atacadista de tecidos;31/01/2025
CNPJ_00478;2672917;212962;27/08/2020;Fabricação de automóveis;31/01/2025
CNPJ_00479;2583934;-60638;21/02/2021;Hotéis e pousadas;31/01/2025
CNPJ_00480;780438;57113;30/07/2017;Cultivo de milho;31/01/2025
CNPJ_00481;88882;-5007;13/05/2023;Produção de ferro-gusa;31/01/2025
CNPJ_00482;127728991;8223594;11/05/2006;Fabricação de produtos químicos;31/01/2025
CNPJ_00483;144092266;10514489;17/06/2007;Produção de ferro-gusa;31/01/2025
CNPJ_00484;1915178;-180197;15/12/2015;Produção cinematográfica;31/01/2025
CNPJ_00485;802907;-2955;26/10/2022;Transporte rodoviário de carga;31/01/2025
CNPJ_00486;16081672;473762;02/01/2022;Transporte ferroviário de carga;31/01/2025
CNPJ_00487;10501166;-751109;15/01/2016;Correios e entregas expressas;31/01/2025
CNPJ_00488;13274792;1903520;06/11/2007;Comércio atacadista de calçados;31/01/2025
CNPJ_00489;67583;3898;25/04/2019;Produção de alumínio;31/01/2025
CNPJ_00490;175067;8597;06/08/2022;Cultivo de milho;31/01/2025
CNPJ_00491;193653475;17817374;21/08/1996;Extração de petróleo e gás natural;31/01/2025
CNPJ_00492;1559759;-93684;02/11/2017;Fabricação de produtos químicos;31/01/2025
CNPJ_00493;1772335;27362;17/04/2021;Televisão por assinatura;31/01/2025
CNPJ_00494;2055663;-36284;03/03/2017;Atividades de bancos múltiplos;31/01/2025
CNPJ_00495;119624;-3746;20/01/2020;Telecomunicações sem fio;31/01/2025
CNPJ_00496;133392483;4765775;06/08/2000;Produção cinematográfica;31/01/2025
CNPJ_00497;626252;-60580;02/05/2017;Comércio varejista de combustíveis;31/01/2025
CNPJ_00498;1574459;-87313;31/03/2017;Administração pública;31/01/2025
CNPJ_00499;2530350;56139;14/09/2018;Hotéis e pousadas;31/01/2025
CNPJ_00500;248228;-6955;30/04/2022;Comércio varejista de combustíveis;31/01/2025
CNPJ_00501;570917;64864;25/05/2016;Armazenamento geral;31/01/2025
CNPJ_00502;2371425;17130;10/02/2014;Planos de saúde;31/01/2025
CNPJ_00503;1581795;-68971;18/08/2022;Construção de rodovias;31/01/2025
CNPJ_00504;18114989;324524;29/12/2003;Extração de minério de ferro;31/01/2025
CNPJ_00505;25864221;1091543;09/11/2019;Educação superior;31/01/2025
CNPJ_00506;14350734;-2105371;22/03/2016;Televisão por assinatura;31/01/2025
CNPJ_00507;66057;2025;17/04/2022;Cultivo de trigo;31/01/2025
CNPJ_00508;285599;-28437;19/12/2023;Cultivo de arroz;31/01/2025
CNPJ_00509;2644903;-157927;10/06/2020;Produção de alumínio;31/01/2025
CNPJ_00510;281109;-25957;16/03/2023;Cultivo de soja;31/01/2025
CNPJ_00511;16938612;586989;19/12/2015;Cultivo de arroz;31/01/2025
CNPJ_00512;814328;59247;25/05/2020;Telecomunicações sem fio;31/01/2025
CNPJ_00513;1067411;96587;30/05/2018;Serviços de tecnologia da informação;31/01/2025
CNPJ_00514;1488325;-103446;07/05/2022;Produção de ferro-gusa;31/01/2025
CNPJ_00515;690165;26099;07/01/2020;Consultoria empresarial;31/01/2025
CNPJ_00516;2792977;-387062;01/12/2015;Comércio atacadista de bebidas;31/01/2025
CNPJ_00517;354033;10394;28/10/2021;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_00518;17769856;-507293;06/09/2017;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00519;152591;20840;01/07/2023;Hotéis e pousadas;31/01/2025
CNPJ_00520;744428;44197;16/01/2016;Cultivo de soja;31/01/2025
CNPJ_00521;201906;17344;11/08/2020;Construção de edifícios;31/01/2025
CNPJ_00522;2129141;-234336;25/05/2021;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00523;2957365;73927;26/01/2016;Defesa nacional;31/01/2025
CNPJ_00524;1861948;-143277;25/01/2015;Planos de saúde;31/01/2025
CNPJ_00525;2377771;321214;29/07/2016;Padaria e confeitaria;31/01/2025
CNPJ_00526;1854462;77560;16/12/2015;Telecomunicações sem fio;31/01/2025
CNPJ_00527;3508473;115956;09/12/2003;Telecomunicações sem fio;31/01/2025
CNPJ_00528;128464;13074;13/02/2021;Comércio atacadista de bebidas;31/01/2025
CNPJ_00529;158557509;-15134369;29/07/1998;Cultivo de milho;31/01/2025
CNPJ_00530;71245890;-4025404;04/11/2001;Saneamento básico;31/01/2025
CNPJ_00531;861812;-51307;21/01/2014;Construção de rodovias;31/01/2025
CNPJ_00532;86634388;-3032254;15/11/1997;Comércio varejista de combustíveis;31/01/2025
CNPJ_00533;101954;-4602;28/03/2021;Seguros de vida;31/01/2025
CNPJ_00534;945996;-108651;08/01/2020;Educação superior;31/01/2025
CNPJ_00535;1724381;58921;27/12/2019;Transporte ferroviário de carga;31/01/2025
CNPJ_00536;11339627;442180;13/03/2018;Cultivo de milho;31/01/2025
CNPJ_00537;101373307;12136135;21/06/2002;Comércio atacadista de bebidas;31/01/2025
CNPJ_00538;1823402;-71723;16/08/2019;Comércio varejista de alimentos;31/01/2025
CNPJ_00539;3786991;47573;07/12/2000;Televisão por assinatura;31/01/2025
CNPJ_00540;2508596;232175;18/06/2021;Cultivo de milho;31/01/2025
CNPJ_00541;714443;23486;19/08/2015;Educação superior;31/01/2025
CNPJ_00542;138563;10541;28/01/2022;Construção de edifícios;31/01/2025
CNPJ_00543;229948;15119;19/09/2021;Comércio varejista de alimentos;31/01/2025
CNPJ_00544;927329;21465;18/09/2021;Correios e entregas expressas;31/01/2025
CNPJ_00545;1883831;-23049;02/11/2020;Educação superior;31/01/2025
CNPJ_00546;1130269;-61497;21/02/2018;Correios e entregas expressas;31/01/2025
CNPJ_00547;2057609;189759;29/03/2022;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_00548;127650;17986;25/08/2022;Fabricação de automóveis;31/01/2025
CNPJ_00549;207834;-12606;08/12/2023;Produção de ferro-gusa;31/01/2025
CNPJ_00550;6197196;-225947;09/10/2021;Engenharia civil;31/01/2025
CNPJ_00551;1898969;-25919;25/01/2021;Televisão por assinatura;31/01/2025
CNPJ_00552;120809;-13500;30/10/2023;Hotéis e pousadas;31/01/2025
CNPJ_00553;272204;14830;12/06/2020;Distribuição de energia elétrica;31/01/2025
CNPJ_00554;28886524;1062027;25/05/2004;Seguros de vida;31/01/2025
CNPJ_00555;1853275;44172;19/03/2020;Televisão aberta;31/01/2025
CNPJ_00556;2732294;197596;10/07/2021;Comércio atacadista de bebidas;31/01/2025
CNPJ_00557;594594;54334;06/10/2015;Cultivo de trigo;31/01/2025
CNPJ_00558;90816;-8324;12/03/2020;Hotéis e pousadas;31/01/2025
CNPJ_00559;2303189;-98951;02/01/2015;Atividades de bancos múltiplos;31/01/2025
CNPJ_00560;2670818;-145089;06/05/2019;Geração de energia elétrica;31/01/2025
CNPJ_00561;18058834;-586093;28/10/2015;Cultivo de milho;31/01/2025
CNPJ_00562;15910121;658113;15/02/2007;Engenharia civil;31/01/2025
CNPJ_00563;1900924;86347;21/02/2016;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_00564;2575353;-51350;24/04/2020;Saneamento básico;31/01/2025
CNPJ_00565;123067;-10545;11/04/2021;Armazenamento geral;31/01/2025
CNPJ_00566;462525;41540;13/05/2017;Comércio atacadista de bebidas;31/01/2025
CNPJ_00567;10911055;782588;15/03/2004;Transporte ferroviário de carga;31/01/2025
CNPJ_00568;20709466;-684261;23/02/2017;Comércio atacadista de calçados;31/01/2025
CNPJ_00569;795166;24068;09/01/2014;Atividades hospitalares;31/01/2025
CNPJ_00570;2320952;-177783;26/06/2015;Administração pública;31/01/2025
CNPJ_00571;26725975;-2272946;08/11/2018;Construção de edifícios;31/01/2025
CNPJ_00572;636967;25746;24/07/2020;Geração de energia elétrica;31/01/2025
CNPJ_00573;63157896;5361837;25/02/2001;Montagem industrial;31/01/2025
CNPJ_00574;153638551;13260320;02/12/2011;Atividades hospitalares;31/01/2025
CNPJ_00575;1464402;-157352;09/04/2016;Extração de petróleo e gás natural;31/01/2025
CNPJ_00576;184777;-9016;13/04/2021;Defesa nacional;31/01/2025
CNPJ_00577;2940225;-115226;12/09/2020;Comércio atacadista de alimentos;31/01/2025
CNPJ_00578;71147;-1268;28/05/2023;Engenharia civil;31/01/2025
CNPJ_00579;2476542;83838;16/12/2014;Cultivo de soja;31/01/2025
CNPJ_00580;2133562;-65375;13/10/2016;Seguros de vida;31/01/2025
CNPJ_00581;145811259;-5676579;19/02/2000;Construção de rodovias;31/01/2025
CNPJ_00582;721838;-36514;04/03/2016;Comércio atacadista de medicamentos;31/01/2025
CNPJ_00583;1084046;92651;27/04/2017;Planos de saúde;31/01/2025
CNPJ_00584;86914488;7511460;01/01/1996;Montagem industrial;31/01/2025
CNPJ_00585;1204218;45335;12/07/2018;Transporte ferroviário de carga;31/01/2025
CNPJ_00586;452642;2734;04/12/2015;Produção de alumínio;31/01/2025
CNPJ_00587;224038;10334;13/04/2019;Atividades de bancos múltiplos;31/01/2025
CNPJ_00588;28408608;840711;01/01/2003;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00589;5375894;359206;15/04/2000;Produção de alumínio;31/01/2025
CNPJ_00590;1397683;-120377;12/01/2015;Cultivo de arroz;31/01/2025
CNPJ_00591;28545836;3908051;24/02/2020;Comércio varejista de alimentos;31/01/2025
CNPJ_00592;288428;-10943;13/09/2019;Obras de infraestrutura elétrica;31/01/2025
CNPJ_00593;291202;-7247;21/11/2022;Distribuição de energia elétrica;31/01/2025
CNPJ_00594;112293;-1064;31/10/2020;Cultivo de milho;31/01/2025
CNPJ_00595;1542044;229109;25/11/2018;Correios e entregas expressas;31/01/2025
CNPJ_00596;846440;59251;04/03/2021;Correios e entregas expressas;31/01/2025
CNPJ_00597;2552344;-122668;05/12/2014;Administração pública;31/01/2025
CNPJ_00598;6756851;-49341;26/09/2011;Extração de petróleo e gás natural;31/01/2025
CNPJ_00599;2950575;9688;14/09/2014;Restaurantes e similares;31/01/2025
CNPJ_00600;200420;-12569;27/04/2020;Comércio varejista de alimentos;31/01/2025
CNPJ_00601;6371182;676800;04/01/2018;Padaria e confeitaria;31/01/2025
CNPJ_00602;80151;-4708;01/05/2023;Comércio varejista de combustíveis;31/01/2025
CNPJ_00603;38813004;3885559;07/05/1999;Comércio atacadista de tecidos;31/01/2025
CNPJ_00604;26189784;-466638;08/02/2015;Fabricação de caminhões e ônibus;31/01/2025
CNPJ_00605;1075855;-24876;12/02/2014;Fabricação de automóveis;31/01/2025
CNPJ_00606;2048501;164661;17/11/2021;Fabricação de móveis;31/01/2025
CNPJ_00607;258156;7501;22/07/2020;Comércio atacadista de medicamentos;31/01/2025
